Date,Open,High,Low,Close,Volume
2025-03-28,275.35899982981323,275.85655866095954,267.8757259420612,268.65191650390625,4973400
2025-03-31,263.2583781230131,267.13936148820505,257.9245617725103,267.0497741699219,7585800
2025-04-01,267.5473139785655,269.4977664173598,264.5221782198688,268.88079833984375,4598200
2025-04-02,264.66146035271936,272.29402547502656,264.4524941662697,270.2142333984375,5396900
2025-04-03,258.8699023572897,261.28803079308045,253.20766570195835,253.98385620117188,8872600
2025-04-04,246.49063730943206,249.06798836240424,238.3605279824585,239.5845184326172,9705000
2025-04-07,228.87705662646997,251.7150033703836,228.87705662646997,243.01768493652344,11965200
2025-04-08,252.71013063373326,256.13335305092386,239.09692812257205,242.79876708984375,9340300
2025-04-09,239.7238408971579,266.8607192242734,239.7238408971579,263.8753662109375,12491100
2025-04-10,259.1371092417353,260.37298418336576,247.30650839026805,254.27330017089844,9692300
2025-04-11,253.42614399168968,255.55904124402167,246.8580030401621,254.15371704101562,6089000
2025-04-14,259.13710964430385,259.13710964430385,252.29987606613207,253.7052001953125,6038100
2025-04-15,253.5257995432802,255.86800651643716,252.9576991505636,254.0839385986328,5227700
2025-04-16,251.09389385166799,255.75835468730776,245.87129396302672,249.01083374023438,7190900
2025-04-17,248.94107167619953,250.72512436195365,245.9809272468671,246.43939208984375,5566900
2025-04-21,239.6320653546858,241.67526495640345,231.99749854689216,235.4759063720703,9240000
2025-04-22,237.43936605696322,243.40949212203367,234.8181047537531,242.58224487304688,7145300
2025-04-23,251.77164806108954,256.93446478055887,248.671968803549,249.64871215820312,5818900
2025-04-24,257.3431052214932,264.1006027302972,256.14707558144227,263.821533203125,7857600
2025-04-25,263.8414426170355,268.1371360602642,263.32317935442006,266.9610595703125,5651700
2025-04-28,267.26007211544515,268.60559789129564,262.45606117235724,264.7584228515625,4977700
2025-04-29,264.51918495476684,267.68862387754194,264.289967744713,266.8713684082031,3139800
2025-04-30,263.9211794988917,267.9776794350502,262.1271654380779,267.8182067871094,4624100
2025-05-01,272.492657358248,273.6886870673053,268.1072657855362,268.4361572265625,5208900
2025-05-02,273.5491157405084,275.4029586032486,271.346458788121,274.16705322265625,4323400
2025-05-05,272.4627541337437,275.2534799417808,271.4062744199928,271.7252197265625,4219600
2025-05-06,268.92452923358434,273.8879821532998,267.64877851162856,272.4527587890625,4681600
2025-05-07,272.8016218194193,277.8647797027412,272.8016218194193,277.306640625,4267600
2025-05-08,278.2833751219381,282.1106276346262,277.4561430324549,278.8116149902344,4789900
2025-05-09,280.6853561503851,281.54251780335744,272.9710533551165,274.5059509277344,4324200
2025-05-12,284.0541511069147,288.0109768144243,282.29003627622296,287.8614807128906,5937400
2025-05-13,290.0342404319002,291.7684560538448,287.9711029680917,288.2103271484375,6711600
2025-05-14,292.5259353238092,295.06746024443095,288.3000167238966,289.77508544921875,7926200
2025-05-15,288.60899084922016,291.00101971612247,286.99437212446855,289.7950439453125,4635600
2025-05-16,290.12394789485836,291.2003807020362,288.75849941845746,290.1837463378906,3846000
2025-05-19,287.1438564141855,288.9378703864927,285.9578033668804,286.6754150390625,5781200
2025-05-20,287.13390312766717,287.4827476550664,284.26345620642525,287.10400390625,4032300
2025-05-21,283.46610600557574,286.6754207118556,280.17703976953305,281.3431701660156,5689800
2025-05-22,281.56244054257155,285.3996692668535,280.09731795389285,282.4794006347656,6642700
2025-05-23,278.0740550422551,279.80827059855113,270.74844213261383,272.2235412597656,8887800
2025-05-27,272.2634328558058,277.65545169969494,269.3929859637883,276.27008056640625,10958000
2025-05-28,276.7883393064376,277.88469475632166,272.67204090877595,275.1139221191406,12758600
2025-05-29,262.7152140038654,266.9012875313851,253.65538485108505,266.0341796875,28053100
2025-05-30,267.19028589771074,268.84478035938776,259.8348041037231,264.4892883300781,12388500
2025-06-02,262.23678480699635,262.91455116231907,258.27998950873194,260.7517395019531,9213500
2025-06-03,261.13048131044997,263.87135468298334,260.4925907257468,263.59228515625,7838500
2025-06-04,263.31323483455844,264.6188849030359,260.7517565960371,262.296630859375,7372500
2025-06-05,262.8347784955663,267.85806002620166,262.76503393119947,266.25341796875,8642900
2025-06-06,269.07402729894693,273.9876583610231,267.3198586373146,273.5989685058594,7507000
2025-06-09,271.94448088835054,273.2900066380453,268.76506531732184,271.3464660644531,5728300
2025-06-10,271.1670627063478,272.8414798306025,265.95440905505984,267.329833984375,6309700
2025-06-11,267.60892776006995,268.61558560143345,264.52918620787085,265.02752685546875,6568100
2025-06-12,263.82154335748237,268.12718331153366,262.5258394615067,266.0242004394531,8054000
2025-06-13,262.6055770302866,264.8182105404656,257.1437530315329,257.54241943359375,7659300
2025-06-16,259.52583426184844,263.1039161473845,259.09723822617013,263.0042419433594,7177000
2025-06-17,262.9743488624542,269.60227296483674,261.23015670833786,261.8879699707031,9110100
2025-06-18,264.33969467609177,264.6192067427119,257.0224495786054,259.0489196777344,7628000
2025-06-20,260.2368341803139,262.4130372842634,258.80932732020716,260.17694091796875,12859200
2025-06-23,260.1869439795492,264.2797925758583,258.3002147445281,262.9521179199219,9283800
2025-06-24,265.2481080930584,272.9047887455767,264.9785884009678,270.6986389160156,9713900
2025-06-25,271.52717541452205,273.5236987631583,266.5159127766755,267.2945556640625,6074300
2025-06-26,268.31276384948774,270.53889828610454,264.6990615672291,270.26934814453125,6708000
2025-06-27,271.38741635670766,273.69342895541,268.961647690557,272.9447326660156,21741400
2025-06-30,273.98288506096105,275.89956084127255,269.92994518237754,272.2159729003906,8541900
2025-07-01,271.60703484404195,273.52371074710095,270.1695659974102,271.4373474121094,6256800
2025-07-02,271.04801709792315,271.2376892659797,265.1882255493604,268.7420349121094,6115200
2025-07-03,269.23118756057556,274.2524425975935,268.8518432474582,271.6769104003906,5031800
2025-07-07,271.038043088596,273.52370496536173,267.7437612099306,269.33099365234375,6283500
2025-07-08,270.3193024805398,276.3188347638184,269.2611474835743,273.17431640625,6661200
2025-07-09,273.88305829378095,275.08098448855907,268.90174228847684,270.4490661621094,6373600
2025-07-10,270.42908510016537,271.0180558401543,262.75245028472796,263.5111389160156,7244600
2025-07-11,262.1235383841973,262.492920795796,256.81280940259336,257.62139892578125,7011200
2025-07-14,258.1504674879566,261.7741621336037,257.05237358555934,259.22857666015625,6533900
2025-07-15,260.5463010496801,261.35489058129264,256.782865446193,257.1322326660156,5201500
2025-07-16,258.4798943993192,258.5298257629847,254.0775718834422,257.5016174316406,5649500
2025-07-17,257.5415239545556,259.7477042264874,256.20385694414034,259.4282531738281,5837400
2025-07-18,259.8475182026605,262.5228828134107,258.6695766633665,261.9239196777344,6381200
2025-07-21,263.1617331266578,263.8505361071046,261.18519454322615,261.8240661621094,6714700
2025-07-22,262.5428346557154,265.42782567471664,261.54457292698646,263.1318054199219,5001400
2025-07-23,263.4612417340518,268.01331265693506,262.0436967131534,266.7554931640625,5620700
2025-07-24,267.5141922446008,268.8318745893041,265.1782634270665,267.23468017578125,5877100
2025-07-25,267.54411793925857,270.62874282091667,266.5458562766691,268.6421813964844,4015400
2025-07-28,269.0315161607091,269.8700522955965,266.1265710874234,269.78021240234375,4533700
2025-07-29,271.1278744985686,273.52369640335655,266.84532342262327,266.9252014160156,5137100
2025-07-30,266.4060870133077,267.3045164234517,262.87223217124426,264.34967041015625,3928200
2025-07-31,264.5393390657507,264.57927806209267,257.41173621285475,257.88092041015625,7340300
2025-08-01,254.54675030760632,255.54501198384455,249.69519795179784,250.30413818359375,7646900
2025-08-04,250.56368070863866,253.05933489896373,250.20430589594127,251.8813934326172,4403500
2025-08-05,252.57017733639083,252.84968938285692,246.58060737109287,247.05978393554688,6761000
2025-08-06,248.93651147313142,249.82496376334453,246.59060565312643,248.7368621826172,5834700
2025-08-07,250.25421762687853,252.57017675400954,236.5580664525636,240.46127319335938,10010200
2025-08-08,240.87056186233718,242.52767996052398,237.41658486779494,240.0919189453125,8812000
2025-08-11,238.5046865237461,241.44955552918194,231.16747207619568,232.27552795410156,10740100
2025-08-12,232.59497598153612,233.2638094923237,226.08630543581694,231.25730895996094,13178000
2025-08-13,232.6049494642353,236.93741674855283,229.21086583213918,236.6179656982422,10209200
2025-08-14,236.58801974822248,236.58801974822248,232.46519410782122,232.96432495117188,7544800
2025-08-15,235.7394952982848,244.07498661929336,234.22214847548955,242.01856994628906,12942800
2025-08-18,239.35320251145842,244.09494539701757,239.0736904652066,243.5458984375,8809200
2025-08-19,244.5741107599522,248.0680266279515,243.0268021148139,245.57237243652344,8642200
2025-08-20,245.27289491679437,247.13965464059214,244.02506780057922,246.02159118652344,8195100
2025-08-21,244.61404415774354,245.86187130259714,239.60278131124227,245.40267944335938,5646800
2025-08-22,245.35275187227782,249.09623313231006,243.68565671234853,247.85838317871094,6694300
2025-08-25,248.93650994973055,248.93650994973055,246.36099299074417,247.43911743164062,4957700
2025-08-26,246.27116082901892,248.39746314580316,242.42786238458956,243.31631469726562,8862300
2025-08-27,245.3228058049517,249.93476985359308,245.18304978021303,249.7251434326172,6506900
2025-08-28,252.04110021879478,255.2055878602424,249.85490474131413,254.08753967285156,8461200
2025-08-29,254.956036875844,257.1921638417244,252.4304359459877,255.8045654296875,7363200
2025-09-02,254.37705558124145,254.54675824362107,248.31759970607249,252.4204559326172,9312500
2025-09-03,254.61661311419977,257.5515047920152,250.11445857218692,256.00421142578125,17417900
2025-09-04,239.6427000400819,244.79373404149973,234.21215398267375,243.58583068847656,30967500
2025-09-05,244.40441215105494,250.69346386407673,243.93522793671386,250.3240966796875,13029400
2025-09-08,250.3640360241148,252.50031544102913,246.8701200934058,251.83148193359375,12602200
2025-09-09,250.88313752200096,254.89613858503566,250.77332812581258,251.62184143066406,10901900
2025-09-10,252.3106426606466,253.54849264237936,241.30979454943912,242.14834594726562,11363600
2025-09-11,243.27636599741192,246.74033521181664,243.07671670981154,245.8518829345703,6944900
2025-09-12,245.6722029896189,247.15960312872315,240.83062779899254,242.33799743652344,8386400
2025-09-15,242.8271612323328,244.2846300327789,240.4213468527663,242.0984344482422,7244600
2025-09-16,242.0984238469874,242.25813413725334,236.82760346160717,238.8939971923828,8779800
2025-09-17,239.97000122070312,243.0,239.3800048828125,242.2100067138672,10124000
2025-09-18,244.16000366210938,247.2899932861328,242.9499969482422,244.27999877929688,9344400
2025-09-19,246.02000427246094,247.1999969482422,243.35000610351562,247.08999633789062,11813900
2025-09-22,245.27999877929688,250.47999572753906,243.16000366210938,249.69000244140625,7523800
2025-09-23,249.74000549316406,251.36000061035156,244.1300048828125,244.55999755859375,7669800
2025-09-24,245.6699981689453,248.83999633789062,243.00999450683594,245.88999938964844,6707100
2025-09-25,244.5,244.66000366210938,239.49000549316406,240.9499969482422,8145500
2025-09-26,240.69000244140625,244.52999877929688,240.35000610351562,243.42999267578125,4974600
2025-09-29,244.72000122070312,245.82000732421875,242.8699951171875,245.10000610351562,6373500
2025-09-30,245.0500030517578,245.2100067138672,235.80999755859375,237.0,10801100
2025-10-01,236.49000549316406,242.47000122070312,233.50999450683594,235.69000244140625,10016600
2025-10-02,235.42999267578125,239.39999389648438,233.60000610351562,238.8800048828125,7679200
2025-10-03,238.75,242.80999755859375,238.5,240.36000061035156,8849800
2025-10-06,239.3300018310547,250.47000122070312,235.41000366210938,245.77999877929688,13922600
2025-10-07,246.47999572753906,247.36000061035156,237.5500030517578,239.74000549316406,8387400
2025-10-08,239.74000549316406,241.32000732421875,235.64999389648438,240.42999267578125,7120200
2025-10-09,239.27000427246094,245.9600067138672,237.14999389648438,245.3300018310547,7929100
2025-10-10,246.52000427246094,249.0500030517578,240.72000122070312,241.67999267578125,7988300
2025-10-13,242.88999938964844,249.35000610351562,242.3699951171875,248.75,8276500
2025-10-14,248.11000061035156,248.27999877929688,239.5500030517578,239.77000427246094,9123900
2025-10-15,240.8699951171875,241.32000732421875,235.89999389648438,236.5800018310547,8389200
2025-10-16,253.19000244140625,256.739990234375,242.6699981689453,246.0,24869700
2025-10-17,246.57000732421875,250.77999877929688,242.16000366210938,243.0800018310547,10851200
2025-10-20,245.0,255.39999389648438,244.3000030517578,254.27999877929688,9963900
2025-10-21,254.5,267.1300048828125,254.0,263.4100036621094,13354700
2025-10-22,262.20001220703125,262.3999938964844,256.510009765625,256.6400146484375,9370000
2025-10-23,257.6000061035156,258.55999755859375,254.1199951171875,255.0500030517578,6110100
2025-10-24,257.4200134277344,258.5,254.0,254.8300018310547,5490800
2025-10-27,257.0799865722656,258.1000061035156,254.9199981689453,255.47000122070312,4942400
2025-10-28,255.47000122070312,258.8399963378906,254.13999938964844,254.25999450683594,6435600
2025-10-29,252.0,253.57000732421875,249.0399932861328,251.4600067138672,7904200
2025-10-30,250.5,259.2799987792969,250.0,256.6499938964844,7767800
2025-10-31,254.8000030517578,261.82000732421875,252.6300048828125,260.4100036621094,6878300
2025-11-03,260.0,261.55999755859375,255.10000610351562,261.3399963378906,7054300
2025-11-04,258.1499938964844,259.260009765625,253.4600067138672,254.44000244140625,6792200
2025-11-05,254.6999969482422,256.8299865722656,252.00999450683594,252.67999267578125,5241200
2025-11-06,250.5399932861328,250.5399932861328,234.47999572753906,239.27000427246094,11041800
2025-11-07,236.14999389648438,240.97000122070312,235.7899932861328,239.8800048828125,5741500
2025-11-10,240.0,241.91000366210938,235.0800018310547,241.7100067138672,6486600
2025-11-11,241.89999389648438,245.6999969482422,241.16000366210938,244.5,5762800
2025-11-12,245.74000549316406,248.42999267578125,243.67999267578125,246.02000427246094,4278200
2025-11-13,245.25,245.89999389648438,239.91000366210938,240.42999267578125,5542100
2025-11-14,238.30999755859375,245.17999267578125,237.4199981689453,243.66000366210938,5512900
